EntropyLoss,Advantage,Value,TotalStepsPerEpisode,PolicyObjLoss,ObjectEntropy,Step,Valid,Loss,TemplateLoss,ObjectLoss,PolicyLoss,TemplateEntropy,StepsPerSecond,PolicyTemplateLoss,ValueLoss,UnclippedGradNorm,ClippedGradNorm,EpisodeScore
-0.0009776108199730515,-0.004112418740987778,-0.003799041121965274,4.5,0.02706592886534054,0.009364290162920952,8,0.0,3.444150447845459,0.28512513637542725,0.08793681114912033,-0.01611088030040264,0.023222656920552254,0.1799796437994783,0.020235117874108255,0.0020849157590419054,,,
-0.000977284274995327,-0.0908190906047821,0.185970114544034,6.40625,-1.0783356949687004,0.009362839045934379,16,0.0,-10.95566177368164,0.2789115309715271,0.08874932676553726,-1.095411777496338,0.023214345099404454,0.30688914035027925,-0.8846562653779984,0.10061576962471008,3.404468787019141,3.404468787019141,0.0
-0.0009770874166861176,0.031222183257341385,-0.019144853111356497,6.828125000000001,0.10356371745001525,0.009360841359011829,24,0.0,4.136009693145752,0.05040692165493965,0.012884876690804958,0.3142961859703064,0.023201273288577795,0.4069431477357511,0.09053025720641017,0.009835997596383095,108.45867929755832,108.45867929755832,0.0
-0.0009758832748048007,0.004063279367983341,-0.020747472532093525,5.5,0.11979379458352922,0.00935489812400192,32,0.0,4.457609176635742,0.2570011019706726,0.07419975101947784,0.10714804381132126,0.023170416010543704,0.47778830917010895,0.0999308559112251,0.0011762387584894896,10.13106191994078,10.13106191994078,
-0.0009730004821904004,-0.009986605495214462,0.01983749761711806,7.539062499999999,-0.11085990536957979,0.009342587669380007,40,0.0,0.6778391003608704,0.23929327726364136,0.06871075183153152,-0.12452651560306549,0.023098052246496078,0.5427708607834509,-0.09178940951824188,0.0011407957645133138,9.625210855205781,9.625210855205781,0.0
-0.0009666676633059978,0.01978403516113758,-0.04469035426154733,10.265625,0.26199361123144627,0.009317267220467329,48,0.125,6.021775722503662,0.13991911709308624,0.04475409910082817,0.24330636858940125,0.02286081132479012,0.5938365413314884,0.21387805137783292,0.004259555600583553,10.547429762171497,10.547429762171497,0.0
-0.0009382221614941955,-0.014945002272725105,0.031056554755195975,10.6640625,-0.1785517195239663,0.009265186847187579,56,0.5000000000000002,-0.5435417890548706,0.1721544712781906,0.0508616603910923,-0.17994555830955505,0.02189101534895599,0.6286856064588942,-0.13912270031869411,0.0021809288300573826,24.75094533878095,24.75094533878095,0.0
-0.0008367811096832156,-0.009468315169215202,0.012848982005380094,14.984375,-0.0733085861429572,0.009152848739176989,64,0.125,0.7948592901229858,0.16850881278514862,0.07480820268392563,-0.07677342742681503,0.018471332266926765,0.6645687256972097,-0.05162870604544878,0.0006729716551490128,18.039065908799895,18.039065908799895,0.0
-0.0006435450632125139,0.012449332512915134,-0.02266111620701849,22.25,0.12653356697410345,0.008940707426518202,72,0.5,3.4558353424072266,0.16882595419883728,0.08139613270759583,0.11215047538280487,0.012324319337494671,0.6982474622664148,0.06153140217065811,0.0016118409112095833,8.89489813165535,8.89489813165535,
-0.0005124456365592778,0.008160137571394444,-0.014988384325988589,29.734375,0.08590680407360196,0.008658281527459621,80,0.625,2.844356060028076,0.15476703643798828,0.07128530740737915,0.0842844694852829,0.008724728948436677,0.7337182903092639,0.026171209523454305,0.0008214840781874955,13.590059963832541,13.590059963832541,0.0
-0.00048150535440072417,-0.0014938367530703545,0.004363665502751246,36.875,-0.028828528476879,0.008383953361772003,88,0.7499999999999999,1.4896595478057861,0.14954949915409088,0.05862981081008911,-0.03462131321430206,0.00749429571442306,0.7661001524725035,-0.006538465619087219,0.00023298244923353195,11.01837613237638,11.01837613237638,
-0.00046868048957549036,-0.002242271788418293,0.003315112902782858,44.875,-0.01868429937167093,0.008152935537509618,96,0.5,1.6150283813476562,0.18465286493301392,0.06866602599620819,-0.02000305987894535,0.00728865066776052,0.7894359131219875,-0.004874423524597659,0.0004141441604588181,6.157653161072475,6.157653161072475,
-0.00046376039972528815,0.0016532326117157936,-0.0026369311963208024,52.875,0.014154401957057418,0.00798194669187069,104,0.125,1.8178068399429321,0.13715675473213196,0.0525943785905838,0.010562869720160961,0.007458918611519039,0.8091087584280575,0.004285576240363298,0.00010345176269765943,6.066383832599642,6.066383832599642,
