StepsPerSecond,TemplateLoss,Step,Loss,PolicyObjLoss,TemplateEntropy,ObjectEntropy,Advantage,PolicyTemplateLoss,ObjectLoss,TotalStepsPerEpisode,EntropyLoss,Value,PolicyLoss,ValueLoss,Valid,EpisodeScore,ClippedGradNorm,UnclippedGradNorm
0.195439937183242,0.27878618240356445,8,5.181985378265381,0.08142356947064401,0.023222115822136402,0.009365213802084327,0.021348603069782257,0.18702753446996212,0.08215689659118652,4.5,-0.0009776157094165683,-0.04125587875023484,0.14873924851417542,0.007338322699069977,0.0,,,
0.3380864477851605,0.2736237645149231,16,-7.615124225616455,-0.5526963062584398,0.02321379585191607,0.009364228812046349,-0.1374322772026062,-1.2154370993375778,0.08461050689220428,8.0,-0.0009773295605555177,0.25548285618424416,-1.0403987169265747,0.17934995889663696,0.0,0.0,18.79395920940442,18.79395920940442
0.4610581830146304,0.17348578572273254,24,0.21856728196144104,-0.09283377416431902,0.023203368298709393,0.009362336248159409,-0.022174952551722527,-0.1994139477610588,0.04286860302090645,9.75,-0.0009770827600732446,0.040341808926314116,-0.15134234726428986,0.007153143174946308,0.0,0.0,106.6836994147161,183.2300134447869
0.5639963977072247,0.24018734693527222,32,4.029725074768066,0.05667989235371351,0.02317707077600062,0.009357288014143704,0.011842714622616768,0.13023264706134796,0.06957859545946121,6.9296875,-0.0009761922992765903,-0.027430484304204583,0.09768940508365631,0.0018488296773284674,0.0,0.0,19.470001879846677,19.470001879846677
0.653861451718513,0.20700132846832275,40,4.2094316482543945,0.07331048091873525,0.023106191772967577,0.009345625410787761,0.018207481130957603,0.16705792769789696,0.056172993034124374,7.0625,-0.0009735665516927838,-0.03449834603816271,0.1469012349843979,0.003497110679745674,0.0,0.0,12.00319637847133,12.00319637847133
0.7249748614951566,0.1948331892490387,48,3.3367090225219727,0.045991532038897276,0.022922320989891887,0.009316600742749868,0.011705758050084114,0.10103036276996136,0.04584219306707382,7.9921875,-0.0009678081842139363,-0.021444197744131088,0.09329003095626831,0.0015837394166737795,0.0,0.0,15.261907358653843,15.261907358653843
0.7807394258192467,0.20716872811317444,56,1.5332578420639038,-0.016132598277181387,0.022370044607669115,0.009232895215973258,-0.003048967570066452,-0.02779264422133565,0.05417180433869362,11.374999999999998,-0.0009505624766461551,0.006313771416898817,-0.018893275409936905,0.0010226783342659473,0.25,0.0,11.130953234154731,11.130953234154731
0.83084679454413,0.18417537212371826,64,0.8681623339653015,-0.04368873103521764,0.020581396529451013,0.008970710216090083,-0.013429317623376846,-0.07595310546457767,0.06050341576337814,14.3984375,-0.0008888499578461051,0.018159809289500117,-0.07573185861110687,0.0020760546904057264,0.25,0.0,5.985691984416917,5.985691984416917
0.8749822625450342,0.16727721691131592,72,1.7511894702911377,-0.003471954754786566,0.015556063037365675,0.008313993574120106,0.00019706971943378448,-0.002641442639287561,0.05829130485653877,19.25,-0.0007374879787676036,8.541133138351142e-05,-0.00877761747688055,0.0005993988015688956,0.375,,11.374946922063828,11.374946922063828
0.9207495334858662,0.16963213682174683,80,2.136066436767578,0.02099790019565262,0.009676012326963246,0.007252184848766774,0.00399903766810894,0.021591578843072057,0.05919475480914116,27.25,-0.0005204774206504226,-0.01186358102131635,0.016080418601632118,0.00044470265856944025,0.625,,3.1353233856498264,3.1353233856498264
